source,property_type,transaction,city,page,title,price_text,price_dh,surface_m2,price_m2_calculated,price_m2_mentioned,location,zoning,facade_m,url,raw_text
mubawab,terrain,vente,Casablanca,1,Terrain à la vente à Aïn Sebaâ. Superficie 524 m² R4,6 288 000 DH,6288000.0,524,12000.0,,Aïn Sebaâ,R4,,https://www.mubawab.ma/fr/a/8312597/terrain-%C3%A0-la-vente-%C3%A0-a%C3%AFn-seba%C3%A2-superficie-524-m%C2%B2-r4,"6 288 000 DH Terrain à la vente à Aïn Sebaâ. Superficie 524 m² R4 Aïn Sebaâ, Casablanca 524 m² Beau terrain bien situé en R4, à vendre. Prix 6288000 DH. Présente une surface totale de 524 m². Ce terrain est proposé à la vente à Aïn Sebaâ, Casablanca Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain a vendre Zone Immeuble,22 000 000 DH,22000000.0,810,27160.49,,DH Terrain a vendre Zone Immeuble Sidi Maarouf,R4,,https://www.mubawab.ma/fr/a/8337876/terrain-a-vendre-zone-immeuble,"22 000 000 DH Terrain a vendre Zone Immeuble Sidi Maarouf, Casablanca 810 m² TERRAIN À VENDRE Terrain idéalement situé au quartier Sidi Maarouf dans une zone à fort potentiel. Autorisation : RDC 4 étages (R4) Zone mixte : possibilité de projets résidentiels, commerciaux ou bureaux Idéal pour promoteur ou investisseur. Pour plus d’informations, merci de nous contacter Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Vente terrain à Anfa Supérieur. Superficie 1200 m²,28 800 000 DH,28800000.0,1200,24000.0,,Anfa Supérieur,,,https://www.mubawab.ma/fr/a/8339873/vente-terrain-%C3%A0-anfa-sup%C3%A9rieur-superficie-1200-m%C2%B2,"28 800 000 DH Vente terrain à Anfa Supérieur. Superficie 1200 m² Anfa Supérieur, Casablanca 1200 m² Achetez votre terrain. Prix 28 800 000 DH. Superficie de 1200 m². Venez découvrir ce terrain en vente à Anfa Supérieur, Casablanca Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain pour villa à ain diab proche morocco mall,12 600 000 DH,12600000.0,1065,11830.99,,DH Terrain pour villa à ain diab proche morocco mall Ain Diab Extension,D3,,https://www.mubawab.ma/fr/a/8329969/terrain-pour-villa-%C3%A0-ain-diab-proche-morocco-mall,"12 600 000 DH Terrain pour villa à ain diab proche morocco mall Ain Diab Extension, Casablanca 1065 m² À VENDRE – Terrain villa de 1 065 m² – Ain Diab Extension, Casablanca Vous propose à la vente un terrain exceptionnel situé à Ain Diab Extension, dans un environnement résidentiel très recherché, à seulement 4 minutes du Morocco Mall et 5 minutes de la plage (Porte 13 / Madame Chaoual). Situé au sein d’une zone villa D3, ce terrain bénéficie d’un emplacement stratégique offrant un accès rapide aux axes principaux, tout en étant suffisamment en... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain zone immeuble B5 sans vis à vis à vendre,21 300 000 DH,21300000.0,501,42514.97,,sans vis à vis à vendre Les princesses,B5,,https://www.mubawab.ma/fr/a/8318823/terrain-zone-immeuble-b5-sans-vis-%C3%A0-vis-%C3%A0-vendre,"21 300 000 DH Terrain zone immeuble B5 sans vis à vis à vendre Les princesses, Casablanca 501 m² Saigh Immo met en vente ce terrain bien orienté, assurant un excellent emplacement angle et sans vis à vis en zone immeuble B5. Atouts majeurs : * Superficie : 501m² * Zone immeuble * Possibilité de construire un immeuble B5 * 40m de façade * Bonne orientation, garantissant ensoleillement et ventilation naturelle * A proximité des commodités Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain à vendre à Anfa. Surface de 1752 m²,61 320 000 DH,61320000.0,1752,35000.0,,Anfa,D4,,https://www.mubawab.ma/fr/a/8326372/terrain-%C3%A0-vendre-%C3%A0-anfa-surface-de-1752-m%C2%B2,"61 320 000 DH Terrain à vendre à Anfa. Surface de 1752 m² Anfa, Casablanca 1752 m² Opportunité rare à la vente Terrain situé entre Akdital et Roche Bobois Villa commerciale d’angle sur Bd Abdelkrim Khattabi Quartier Chantilly Située dans un emplacement stratégique et premium sur boulevard, au cœur du quartier Chantilly, cette propriété bénéficie d’une visibilité exceptionnelle, idéale pour un projet d’envergure. Terrain : 1 752 m² ️ Zonage : D4 avec linéaire commercial sur boulevard Villa existante à démolir ou à rén... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain Oasis R3,12 996 000 DH,12996000.0,722,18000.0,,Oasis,R3,,https://www.mubawab.ma/fr/a/8309460/terrain-oasis-r3,"12 996 000 DH Terrain Oasis R3 Oasis, Casablanca 722 m² Terrain rectangulaire de 22 m de façade sur 35 m de profondeur, situé sur la Rue de Franceville. Orientation Sud Zone B secteur B3s, idéal promotion résidentielle ou projet haut standing. Dossier sur demande Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Locaux commerciaux à Hay Hassani,1 719 390 DH,1719390.0,77,22329.74,,ces commerces sont idéaux pour les commerçants souhaitant Hay Hassani,,,https://www.mubawab.ma/fr/p/4342/locaux-commerciaux-%C3%A0-hay-hassani,"À partir de 1 719 390 DH IMMOBILIER NEUF Locaux commerciaux à Hay Hassani missimi living propose des locaux commerciaux d'une superficie allant de 77 m² et 243 m². situés dans le quartier dynamique de hay hassani. ces commerces sont idéaux pour les commerçants souhaitant Hay Hassani, Casablanca Moyen standing Finalisé En savoir plus"
mubawab,terrain,vente,Casablanca,1,Terrain HÔTEL exceptionnel sur la CORNICHE,179 000 000 DH,179000000.0,6000,29833.33,,DH Terrain HÔTEL exceptionnel sur la CORNICHE Ain Diab,,,https://www.mubawab.ma/fr/a/7290395/terrain-h%C3%B4tel-exceptionnel-sur-la-corniche,"179 000 000 DH Terrain HÔTEL exceptionnel sur la CORNICHE Ain Diab, Casablanca 6000 m² Impressionnant terrain HÔTEL de plus de 6000 mètres Idéal pour projet touristique de haut standing Localisation exceptionnelle dans la meilleure partie de la corniche Tout simplement le plus beau terrain hôtel de de la corniche et possiblement de tout Casablanca La vue sur mer depuis sa position en hauteur est digne d’une carte postale. Un terrain d’exception pour un projet d’exception. Une sélection ANFA CONSEIL la première... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Beau Terrain Villa 1000 metres Anfa Ain Diab,14 500 000 DH,14500000.0,1000,14500.0,,metres Anfa Ain Diab Anfa,,,https://www.mubawab.ma/fr/a/8203266/beau-terrain-villa-1000-metres-anfa-ain-diab,"14 500 000 DH Beau Terrain Villa 1000 metres Anfa Ain Diab Anfa, Casablanca 1000 m² L’accès d’un investissement intelligent pour construire une villa de maître . Joli terrain d’environ 1000 m² avec villa à raser, situé dans la meilleure partie du vieux Ain Diab, à 5 minutes d’Anfa Supérieur et de la corniche. Une opportunité unique avec un prix sacrifié à 14,5 M au lieu de 17 M, suite à une expatriation urgente. Ce beau terrain est à équidistance entre Anfa et Ain Diab, dans un environnement calme et exclusif, offrant u... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,A Vendre Terrain De 1800 m² Quartier Polo Casa,21 600 000 DH,21600000.0,1800,12000.0,,Quartier Polo Casa Les Crêtes,,,https://www.mubawab.ma/fr/a/8341855/a-vendre-terrain-de-1800-m%C2%B2-quartier-polo-casa,"21 600 000 DH A Vendre Terrain De 1800 m² Quartier Polo Casa Les Crêtes, Casablanca 1800 m² 4 Chambres À VENDRE – Villa à Démolir – Terrain 1 800 m² – Quartier Polo, Casablanca Opportunité rare dans le quartier résidentiel et prisé du Polo à Casablanca À vendre : Villa construite en Rez-de-Chaussée (RDC) sur un terrain plat de 1 800 m², idéale pour une démolition. Composition actuelle de la villa : 3 salons 4 chambres 2 salles de bains 2 salles d’eau 1 cuisine 2 chambres du personnel avec toilettes Prix : 21 600 000 DH Ce terrain offre de très bel... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,A Vendre Terrain R4 quartier Palmier Maârif,11 500 000 DH,11500000.0,460,25000.0,25000.0,quartier Palmier Maârif Palmier,R4,,https://www.mubawab.ma/fr/a/8316757/a-vendre-terrain-r4-quartier-palmier-ma%C3%A2rif,"11 500 000 DH A Vendre Terrain R4 quartier Palmier Maârif Palmier, Casablanca 460 m² Superficie : 460 m² Situé dans le quartier Palmier, commune Maârif. Zoning B4 pour immeuble R4. Prix : 25 000 DH/m² N’hésitez pas à me contacter pour plus d’informations Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain Idéalement Situé Oasis,16 625 000 DH,16625000.0,950,17500.0,17500.0,DH Terrain Idéalement Situé Oasis Oasis,R3,,https://www.mubawab.ma/fr/a/8328134/terrain-id%C3%A9alement-situ%C3%A9-oasis,"16 625 000 DH Terrain Idéalement Situé Oasis Oasis, Casablanca 950 m² Terrain idéalement situé dans le quartier Ouasis, Zoning B3 pour immeuble R3, d’une superficie de 950 m². Prix : 17 500 DH/m², légèrement négociable. N’hésitez pas à me contacter pour plus d’informations ou pour organiser une visite Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain à Vendre à Riviera R3,7 828 000 DH,7828000.0,412,19000.0,19000.0,Riviera,R3,,https://www.mubawab.ma/fr/a/8316743/terrain-%C3%A0-vendre-%C3%A0-riviera-r3,"7 828 000 DH Terrain à Vendre à Riviera R3 Riviera, Casablanca 412 m² Terrain idéalement situé dans le quartier Riviera, Zoning B3 pour immeuble R3, d’une superficie de 412 m². Prix : 19 000 DH/m², légèrement négociable. N’hésitez pas à me contacter pour plus d’informations ou pour organiser une visite Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Vente de Terrain R5 à Racine - Commune Anfa,22 610 000 DH,22610000.0,595,38000.0,38000.0,à Racine - Commune Anfa Racine,R5,,https://www.mubawab.ma/fr/a/8316760/vente-de-terrain-r5-%C3%A0-racine-commune-anfa,"22 610 000 DH Vente de Terrain R5 à Racine - Commune Anfa Racine, Casablanca 595 m² Vente de Terrain pour Immeuble R5 à Racine • Superficie : 595 m² • A5 pour immeuble R5 • Prix : 38 000 DH/m² (négociable) • Localisation : Quartier Racine, Commune Anfa Idéal pour projets résidentiels ou commerciaux. Opportunité à saisir ! Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain zone villa de 605m à californie,8 500 DH,8500.0,605,14.05,,m à californie Californie,,,https://www.mubawab.ma/fr/a/7983466/terrain-zone-villa-de-605m-%C3%A0-californie,"8 500 DH Terrain zone villa de 605m à californie Californie, Casablanca 605 m² Le Maître Du foncier vous propose un lot de terrain de 605m zone villa à californie, obrian avec une belle façade bien orienté, pas loin de la mosquée el hamd. N'hésitez pas à nous contacter pour un rendez-vous. NB : on envoie pas la localisation Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain & Villa à Usage Commercial 846 m2,16 900 000 DH,16900000.0,846,19976.36,,CIL (Hay Salam),,,https://www.mubawab.ma/fr/a/8243242/terrain-villa-%C3%A0-usage-commercial-846-m2,"16 900 000 DH Terrain & Villa à Usage Commercial 846 m2 CIL (Hay Salam), Casablanca 846 m² À Vendre – Terrain et Villa à Usage Commercial – 846 m² – Emplacement Premium Opportunité rare ! Terrain avec villa édifiée, d’une superficie totale de 846 m², idéalement situé sur un boulevard principal à forte visibilité. Cet emplacement stratégique convient parfaitement pour : Showroom Centre médical Siège d’entreprise Projet commercial de prestige Prix de vente : 16.900.000 Dhs Honoraires Yakeey 3.00% TTC du prix de vente Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Appt Moyen Standing 83m a Vendre a Californie,1 250 000 DH,1250000.0,83,15060.24,,m a Vendre a Californie Ain Chock,,,https://www.mubawab.ma/fr/a/8327309/appt-moyen-standing-83m-a-vendre-a-californie,"1 250 000 DH Appt Moyen Standing 83m a Vendre a Californie Ain Chock, Casablanca 83 m² Realty Success Morocco vous propose un Charmant Appartement à vendre de 83m² à Taddart dans une ruelle très calme, l’appartement est récent au 4éme étage sans vis-à-vis et bien ensoleille, il se compose d’un salon avec balcon, une chambre parents avec placard, une chambre enfants avec placard, une cuisine équipée avec débarra, une SDB avec douche a l’italien, avec l’ascenseur et place au garage. L’appartement est proche de toutes commodités (Banq... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain D3 1000m Commercial a vendre a Taddart,27 054 000 DH,27054000.0,1000,27054.0,,m Commercial a vendre a Taddart Californie,D3,,https://www.mubawab.ma/fr/a/8335090/terrain-d3-1000m-commercial-a-vendre-a-taddart,"27 054 000 DH Terrain D3 1000m Commercial a vendre a Taddart Californie, Casablanca 1000 m² Realty Success Morocco vous apporte un Opportunité Commerciale d'un Terrain avec un emplacement Stratégique sur Boulevard Taddart a la vente avec sous sol, RDC et deus étages. Offre de Vente Terrain D3 Commercial (ancienne villa a démolir) à vendre a bd Taddart avec deux façades idéale pour : Restaurant. Café. Banque. Boulangerie. Clinique. … Superficie : 1000 m Prix : 27.000 dhs/m Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Vente terrain à Beauséjour. Superficie 758 m² R5,18 950 000 DH,18950000.0,758,25000.0,,Beauséjour,R5,,https://www.mubawab.ma/fr/a/8336115/vente-terrain-%C3%A0-beaus%C3%A9jour-superficie-758-m%C2%B2-r5,"18 950 000 DH Vente terrain à Beauséjour. Superficie 758 m² R5 Beauséjour, Casablanca 758 m² Nous proposons a la vente un terrain de 758M2 avec une façade de 15 mètres situé sur le quartier Beauséjour a Casablanca, pour plus d'informations veuillez nous contacter Contacter"
mubawab,terrain,vente,Casablanca,1,Terrain Signature 4782m² sur blvd Ain Diab,32 500 000 DH,32500000.0,4782,6796.32,,sur blvd Ain Diab Ain Diab,,,https://www.mubawab.ma/fr/a/8266595/terrain-signature-4782m%C2%B2-sur-blvd-ain-diab,"32 500 000 DH Terrain Signature 4782m² sur blvd Ain Diab Ain Diab, Casablanca 4782 m² Découvrez l’un des derniers terrains d’exception disponibles dans le très prisé quartier Ain Diab. D’une superficie généreuse de 4.782 m² et offrant une façade spectaculaire de 155 mètres sur l’un des boulevards les plus dynamiques et prestigieux du district, ce foncier rare bénéficie d’un emplacement stratégique incomparable. À seulement quelques mètres du Morocco Mall et de la plage, il combine visibilité maximale, accessibilité premium, et... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain R5 mers sultan 341m²,6 140 000 DH,6140000.0,341,18005.87,,Mers Sultan,R5,12.0,https://www.mubawab.ma/fr/a/8320807/terrain-r5-mers-sultan-341m%C2%B2,"6 140 000 DH Terrain R5 mers sultan 341m² Mers Sultan, Casablanca 341 m² Je vends un terrain R5 de 341m², façade 12m. Mers sultan, rue très calme. Prix très intéressant, la bande (profondeur construction) est de 16.5m. Largeur ruelle 12m. Je cherche un promoteur. Intermédiaires s'abstenir Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain Zone B4s sur Quartier Ferme Bretonne,23 000 DH,23000.0,813,28.29,,s sur Quartier Ferme Bretonne Ferme Bretonne (Hay Arraha),Zone B4,,https://www.mubawab.ma/fr/a/8230181/terrain-zone-b4s-sur-quartier-ferme-bretonne,"23 000 DH Terrain Zone B4s sur Quartier Ferme Bretonne Ferme Bretonne (Hay Arraha), Casablanca 813 m² Vente terrain d'une superficie de 813m² situé sur quartier Ferme Bretonne, autorisé B4s. avec une façade de 30m N'hésitez pas à nous contacter pour plus d'informations ou dossier Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain 2400m Chouka en Californie,11 000 DH,11000.0,2300,4.78,,m Chouka en Californie Californie,,,https://www.mubawab.ma/fr/a/8301981/terrain-2400m-chouka-en-californie,"11 000 DH Terrain 2400m Chouka en Californie Californie, Casablanca 2300 m² Terrain 2400m Chouka en Californie Dans une situation idéale Le prix 11.500 dhs/m Cette annonce est pour les intéressés Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Franceville. Terrain 700 m². R3,14 000 000 DH,14000000.0,700,20000.0,,Franceville,R3,,https://www.mubawab.ma/fr/a/8335156/franceville-terrain-700-m%C2%B2-r3,"14 000 000 DH Franceville. Terrain 700 m². R3 Franceville, Casablanca 700 m² À vendre terrain 700 m² à Franceville – Casablanca. Superficie de 700 m², idéal pour projet immobilier résidentiel. Le terrain est classé en zone de groupement d’habitation avec constructibilité R3, offrant un excellent potentiel pour promoteurs ou investisseurs. Situation stratégique dans un quartier recherché, avec accès facile et environnement résidentiel en développement. . Plan disponible . Bonne façade . Fort potentiel de valo... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain commercial Top emplacement de 451m,13 530 000 DH,13530000.0,451,30000.0,,m Riviera,,,https://www.mubawab.ma/fr/a/8325255/terrain-commercial-top-emplacement-de-451m,"13 530 000 DH Terrain commercial Top emplacement de 451m Riviera, Casablanca 451 m² Le Maître Du Foncier vous propose un lot de terrain commercial très bien placé en plein boulevard ghandi, une superficie de 451m avec une seule façade d'environ 20m, sans recul. Visite sur rendez-vous. NB : on envoies pas la localisation Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain commercial de 1317m sur abdelkrim elkhattabi,13 000 DH,13000.0,1317,9.87,,m sur abdelkrim elkhattabi Ain Diab,,,https://www.mubawab.ma/fr/a/8039258/terrain-commercial-de-1317m-sur-abdelkrim-elkhattabi,"13 000 DH Terrain commercial de 1317m sur abdelkrim elkhattabi Ain Diab, Casablanca 1317 m² Le Maître Du Foncier vous propose un terrain commercial en plein boulevard abdelkrim el khattabi (route d'azemour), il s'agit d'une anicenne villa de 800m carrée plain pied, avec une partie de sous sol et droit au premier étage selon la note actuelle. Visite sur rendez-vous, n'hésitez pas à nous contacter Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain 1000 m2 à vendre à Ain Diab Extension – Idéal villa...,12 000 000 DH,12000000.0,1000,12000.0,,Ain Diab,,,https://www.mubawab.ma/fr/a/8329390/terrain-1000-m2-%C3%A0-vendre-%C3%A0-ain-diab-extension-%E2%80%93-id%C3%A9al-villa-haut-standing,"12 000 000 DH Terrain 1000 m2 à vendre à Ain Diab Extension – Idéal villa... Ain Diab, Casablanca 1000 m² À vendre, superbe terrain d’une superficie de 1000 m², idéalement situé à Ain Diab Extension, l’un des quartiers les plus prisés de Casablanca. Caractéristiques principales : Terrain destiné à une villa isolée Environnement résidentiel haut standing et calme Excellent emplacement à proximité de la mer, du Morocco Mall et des axes principaux Idéal pour une résidence principale ou investissement patrimonial Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain zone immeuble r5,24 000 DH,24000.0,459,52.29,,Belvédère,r5,,https://www.mubawab.ma/fr/a/8341292/terrain-zone-immeuble-r5,"24 000 DH Terrain zone immeuble r5 Belvédère, Casablanca 459 m² Terrain 459m2 r5 sur rue libourne Lagironde zone commerciale et habitation pour plus d’informations Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Terrain constructible R3 à Rivera,17 000 DH,17000.0,565,30.09,,à Rivera Riviera,R3,,https://www.mubawab.ma/fr/a/7980321/terrain-constructible-r3-%C3%A0-rivera,"17 000 DH Terrain constructible R3 à Rivera Riviera, Casablanca 565 m² Bonjour je met a votre disposition un terrain constructible 18m2 de façade bien ensoleillé Orienter est et ouest pour plus d'informations contactez notre Agence Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Villa zone immeuble r4,30 500 DH,30500.0,179,170.39,,Ferme Bretonne (Hay Arraha),r4,,https://www.mubawab.ma/fr/a/8329319/villa-zone-immeuble-r4,"30 500 DH Villa zone immeuble r4 Ferme Bretonne (Hay Arraha), Casablanca 179 m² Villa zone immeuble r4 11,5 m2 de façade très bien situé pour plus d’informations n’hésitez pas à nous contacter Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Immeuble à démolition R5,7 300 000 DH,7300000.0,233,31330.47,,Maârif Extension,R5,,https://www.mubawab.ma/fr/a/8329325/immeuble-%C3%A0-d%C3%A9molition-r5,"7 300 000 DH Immeuble à démolition R5 Maârif Extension, Casablanca 233 m² Immeuble à vendre – Bd Bir Anzarane Immeuble de 3 étages situé sur le Boulevard Bir Anzarane, d’une superficie de 233 m². Points forts : Emplacement stratégique Idéal pour investissement immobilier Possibilité de démolition pour projet neuf Zonage autorisant R5 Opportunité rare pour promoteurs ou investisseurs. Pour plus d’informations ou visite, merci de nous contacter en privé Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,1,Domaine touristique en France à vendre,,,3000,,,EUR Domaine touristique en France à vendre Anfa,,,https://www.mubawab.ma/fr/a/8341241/domaine-touristique-en-france-%C3%A0-vendre,"220 000 EUR Domaine touristique en France à vendre Anfa, Casablanca 3000 m² À vendre : Domaine touristique situé en France (Cantal) Opportunité rare pour investisseur ou entrepreneur souhaitant se positionner sur un projet structuré avec fort potentiel d’exploitation. Ce domaine, développé sur plus de 15 ans, comprend : • Parc Résidentiel de Loisirs (PRL) viabilisé • Chalets installés • Deux espaces de restauration (dont un restaurant marocain) • Terrain exploitable avec plusieurs aménagements • Zone dédiée... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Terrain vue mer à Ain Diab 602 m2,8 100 000 DH,8100000.0,602.0,13455.15,,Ain Diab,,,https://www.mubawab.ma/fr/a/8322125/terrain-vue-mer-%C3%A0-ain-diab-602-m2,"8 100 000 DH Terrain vue mer à Ain Diab 602 m2 Ain Diab, Casablanca 602 m² AIN DIAB – TERRAIN D’ANGLE DE 602 M² AVEC VUE MER Superbe terrain de 602 m², avec villa à démolir, situé en hauteur à Ain Diab, au-dessus de Sindibad, avec une vue mer depuis l’étage. Terrain d’angle à la forme carrée, idéal pour un projet de villa moderne. Le bien comprend actuellement une villa à démolir, offrant une excellente base pour une nouvelle construction dans un secteur très recherché. PRIX DE VENTE : 8.100.000 DHS Honoraires : 2.4%... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Terrain pour immeuble R4 à Mandarona 687 m2,8 550 000 DH,8550000.0,687.0,12445.41,,Californie,R4,,https://www.mubawab.ma/fr/a/8305543/terrain-pour-immeuble-r4-%C3%A0-mandarona-687-m2,"8 550 000 DH Terrain pour immeuble R4 à Mandarona 687 m2 Californie, Casablanca 687 m² MANDARONA – VENTE D’UN TERRAIN POUR IMMEUBLE R4 – 687 M² Opportunité à ne pas rater, prix imbattable. Situé dans le quartier recherché de Mandarona – Casablanca, ce terrain est idéal pour la construction d’un immeuble R4. * Superficie du terrain : 687 m² * Zoning : C4s * Environnement résidentiel calme * À proximité immédiate de toutes les commodités (axes routiers, écoles, commerces) PRIX : 8.550.000 DHS HONORAIRES AGENCE : 3% Intéressé(e... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Terrain Mandarona,4 650 000 DH,4650000.0,570.0,8157.89,,DH Terrain Mandarona Mandarona,,,https://www.mubawab.ma/fr/a/8170847/terrain-mandarona,"4 650 000 DH Terrain Mandarona Mandarona, Casablanca 570 m² Très beau terrain en angle très bien ensoleillé au coeur du quartier Mandarona pas loin de Luigi. Avec une superficie totale de 570m2 avec double façade en angle, bien orienté. Idéal pour construction villa avec piscine, bien ensoleillé et proche de toutes les commodités Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,VILLA commerciale à vendre au quartier CALIFORNIE,36 000 000 DH,36000000.0,2005.0,17955.11,,DH VILLA commerciale à vendre au quartier CALIFORNIE Californie,,,https://www.mubawab.ma/fr/a/7824725/villa-commerciale-%C3%A0-vendre-au-quartier-californie,"36 000 000 DH VILLA commerciale à vendre au quartier CALIFORNIE Californie, Casablanca 2005 m² Opportunité exceptionnelle - VILLA commerciale à vendre au quartier CALIFORNIE A CASABLANCA ! Opportunité unique d'investissement dans une villa d’angle à usage commercial. Idéalement situé sur le prestigieux boulevard panoramique dans une zone hautement sollicitée, la villa offre une visibilité exceptionnelle et un accès facile depuis les principales artères de circulation. Avec ses 2005 m² et son zonage commercial, la villa offre un potentie... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Terrain 105 m² large façade Yacoub El Mansour,4 000 000 DH,4000000.0,105.0,38095.24,,large façade Yacoub El Mansour Maârif,B5,,https://www.mubawab.ma/fr/a/8340658/terrain-105-m%C2%B2-large-fa%C3%A7ade-yacoub-el-mansour,"4 000 000 DH Terrain 105 m² large façade Yacoub El Mansour Maârif, Casablanca 105 m² Terrain de 105 m², autorisé pour 5 étages avec façade de 9.5 m (Zone B5) Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,"Casablanca, Terrain premium – Siège / Clinique",10 570 000 DH,10570000.0,919.0,11501.63,,Clinique Californie,R1,,https://www.mubawab.ma/fr/a/8328372/casablanca-terrain-premium-%E2%80%93-si%C3%A8ge-clinique,"10 570 000 DH Casablanca, Terrain premium – Siège / Clinique Californie, Casablanca 919 m² Terrain villa à fort potentiel, en face du siège Lafarge, sans vis-à-vis. * 919 m² CUS 35% * Développement possible R1 (3 à 4 niveaux 1 500 m² couverts) * Large façade – excellente accessibilité Adresse stratégique : environnement corporate, proximité axes majeurs et tramway. Idéal pour : Siège de société Clinique Projet tertiaire signature Direct propriétaire – Dossier sur demande Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Terrain I2s1 2 Ha Lissasfa,30 000 000 DH,30000000.0,20000.0,1500.0,,Ha Lissasfa Lissasfa,,,https://www.mubawab.ma/fr/a/8283084/terrain-i2s1-2-ha-lissasfa,"30 000 000 DH Terrain I2s1 2 Ha Lissasfa Lissasfa, Casablanca 20000 m² L'agence Tazi Patrimoine propose à la vente un terrain industriel idéalement situé dans la zone industrielle de Lissasfa, bénéficiant d’un excellent emplacement et d’un accès facile aux principaux axes routiers, zones logistiques et infrastructures industrielles. Le terrain développe une superficie de 20 000 m² et dispose d’une autorisation I2S1, permettant la réalisation de projets industriels, logistiques ou de stockage, conformément à la régl... Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Narjiss 2 - Appartements à vendre,310 000 DH,310000.0,,,,,,,https://www.mubawab.ma/fr/p/4564/narjiss-2-appartements-%C3%A0-vendre,"À partir de 310 000 DH IMMOBILIER NEUF Narjiss 2 - Appartements à vendre résidence narjiss 2 propose des appartements éligibles au nouveau programme d’aide au logement, ainsi que des locaux commerciaux de superficies variées, idéals pour développer ou investir dans une activité Bouskoura Ville, Bouskoura Économique En cours de construction En savoir plus"
mubawab,terrain,vente,Casablanca,2,Très beau terrain de villa à la vente,12 500 DH,12500.0,1156.0,10.81,,DH Très beau terrain de villa à la vente Ain Diab Extension,,,https://www.mubawab.ma/fr/a/7845307/tr%C3%A8s-beau-terrain-de-villa-%C3%A0-la-vente,"12 500 DH Très beau terrain de villa à la vente Ain Diab Extension, Casablanca 1156 m² Avec vue sur mer garanti terrain de 1.156 m2 sur 2 niveau: * Sous sol *RDC *Étage. En haut de la colline proche du Centre Morocco Mall sur (ex route d'azemour)près du projet Yamed Prix : 12.500dh/m2 Contacter Appelez WhatsApp"
mubawab,terrain,vente,Casablanca,2,Plusieurs terrains disponible de 238 à 940,25 000 DH,25000.0,549.0,45.54,,Maârif Extension,R5,,https://www.mubawab.ma/fr/a/8332979/plusieurs-terrains-disponible-de-238-%C3%A0-940,"25 000 DH Plusieurs terrains disponible de 238 à 940 Maârif Extension, Casablanca 549 m² Plusieurs terrains R5 disponibles quartier berger Maarif extension Des superficie de 209 à 940 m2 Prix à partir de 25000 dhs Pour plus d’informations Contacter Appelez WhatsApp"
