category,osm_id,osm_type,name,subtype,lat,lon,address,city,phone,website,dist_motorway_m,dist_primary_m,dist_secondary_m,road_accessibility_score
restauration_loisirs,8874343053,node,El Bistrot de Papa,restaurant,33.5776527,-7.6247357,,,,,7435.0,641.0,71.0,0.382
restauration_loisirs,8875255294,node,Café Number One,cafe,33.6137083,-7.5267048,,,,,6041.0,689.0,17.0,0.472
restauration_loisirs,8875255295,node,Espace Malamine,cafe,33.6136614,-7.526564,,,,,6031.0,678.0,14.0,0.477
restauration_loisirs,8875255296,node,Café Amarela,cafe,33.6137909,-7.5260235,,,,,6022.0,667.0,13.0,0.478
restauration_loisirs,9057000324,node,Chez Hamza,fast_food,33.5754946,-7.6464665,Rue Ibnou Katir,,+212 6 19 19 46 46,,7726.0,360.0,251.0,0.224
restauration_loisirs,9078750717,node,Le Brunch Concept,cafe,33.5751285,-7.6457383,,,,,7698.0,376.0,178.0,0.203
restauration_loisirs,9165337916,node,Sushi Live,restaurant,33.5673373,-7.6940996,Rue 29 hay hassani,Casablanca الدار البيضاء,+212 5 22 65 70 55,https://sushilive.ma,6952.0,375.0,153.0,0.245
restauration_loisirs,9165452074,node,Le Pershing,restaurant,33.5949636,-7.6780468,Boulevard de la Corniche شارع الكورنيش,,+212 6 62 62 61 14,,9652.0,365.0,17.0,0.472
restauration_loisirs,9165452075,node,Oliveri,restaurant,33.5948563,-7.6781193,Boulevard de la Corniche شارع الكورنيش,,,,9640.0,355.0,15.0,0.475
restauration_loisirs,9211113118,node,ماكدونالدز,fast_food,33.6078033,-7.6210293,,,,,10059.0,145.0,289.0,0.568
restauration_loisirs,9211113119,node,Burger King,fast_food,33.6076693,-7.6207864,,,,,10035.0,147.0,268.0,0.565
restauration_loisirs,9259510619,node,Pizza Chef,fast_food,33.5751475,-7.6456165,,,,,7696.0,386.0,174.0,0.21
restauration_loisirs,9259511118,node,Boucherie Souss,fast_food,33.5750511,-7.6455351,,,,,7683.0,381.0,161.0,0.232
restauration_loisirs,9259577218,node,Hermanos Quick Foood,fast_food,33.5753114,-7.6467526,,,,,7700.0,328.0,249.0,0.275
restauration_loisirs,9259615817,node,Amazonico,cafe,33.5751908,-7.6469784,,,,,7681.0,304.0,250.0,0.314
restauration_loisirs,9260446217,node,Coul Thon,fast_food,33.5762475,-7.6452409,,,,,7795.0,494.0,114.0,0.31
restauration_loisirs,9260453217,node,Golden Touch,cafe,33.5758566,-7.6459984,,,,,7777.0,419.0,197.0,0.172
restauration_loisirs,9260459917,node,Bocapatata,fast_food,33.5756166,-7.6462731,,,,,7744.0,382.0,233.0,0.189
restauration_loisirs,9267144215,node,OLEA,restaurant,33.5485908,-7.6373926,Route de l'Oasis,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,https://www.olea.ma/,4704.0,27.0,159.0,0.757
restauration_loisirs,9389372317,node,Snack Pedro (near Youssef's appart),fast_food,33.5352777,-7.7323353,,,,,5805.0,1469.0,521.0,0.0
restauration_loisirs,9397504641,node,Resto Grill Salaheddine,restaurant,33.5947743,-7.6117538,,,,,8375.0,196.0,261.0,0.486
restauration_loisirs,9480854217,node,رياض 21,cafe,33.5516774,-7.6104223,,,,,4332.0,480.0,24.0,0.46
restauration_loisirs,9521289917,node,Organic Kitchen,restaurant,33.5905909,-7.6381864,Rue Ahmed El Mokri زنقة أحمد المقري,,,,9099.0,42.0,215.0,0.733
restauration_loisirs,9613551602,node,Good Vapes : Cigarette Electronique Casablanca,cafe,33.5815303,-7.6222927,rue du breteuil,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,+212 5 22 27 83 11,https://www.good-vapes.ma/,7735.0,175.0,161.0,0.52
restauration_loisirs,9613551603,node,Café les Fleurs,cafe,33.5816461,-7.622458,,,,,7755.0,165.0,142.0,0.536
restauration_loisirs,9613551604,node,Café Ravel,cafe,33.581791,-7.6226032,,,,,7776.0,152.0,123.0,0.557
restauration_loisirs,9613551605,node,Pyramides Dorées,restaurant,33.5818215,-7.6223122,,,,,7760.0,143.0,147.0,0.571
restauration_loisirs,9613551607,node,Café Restaurant Tikita,restaurant,33.5809882,-7.6229868,,,,,7732.0,248.0,124.0,0.403
restauration_loisirs,9620605639,node,Coffee Shop,cafe,33.5806883,-7.623088,Rue Salim Cherkaoui زنقة سليم الشرقاوي,,,,7714.0,282.0,125.0,0.349
restauration_loisirs,9620605640,node,Le Duc Casablanca,restaurant,33.5804867,-7.6234291,,,,,7718.0,309.0,104.0,0.327
restauration_loisirs,9620628030,node,La Croisière Café,cafe,33.5827449,-7.622174,,,,,7830.0,41.0,121.0,0.734
restauration_loisirs,9620628032,node,Casadarna,restaurant,33.5825841,-7.6222062,,,,,7818.0,58.0,126.0,0.707
restauration_loisirs,9620715111,node,Bonsai,restaurant,33.5826823,-7.6228888,,,,,7868.0,64.0,67.0,0.698
restauration_loisirs,9620906372,node,Anytime Fitness,fitness_centre,33.5826371,-7.6198185,,,,,7681.0,23.0,333.0,0.763
restauration_loisirs,9621212118,node,Café Marhaba,cafe,33.5786007,-7.6240429,,,,,7530.0,525.0,108.0,0.32
restauration_loisirs,9692208462,node,Hotel Astrid,hotel,33.5908054,-7.6163338,Rue du 6 Novembre,,+212 5 22 27 78 03,,8221.0,605.0,128.0,0.287
restauration_loisirs,9781300852,node,Pizza Part,fast_food,33.5942487,-7.633888,Rue Soldat Jean Pierre Favre,Casablanca,+212 5 22 29 98 98,https://facebook.com/partgeante/,9402.0,219.0,21.0,0.465
restauration_loisirs,9815614083,node,Amorena,cafe,33.5180507,-7.6486591,,,,,2129.0,1394.0,356.0,0.0
restauration_loisirs,9825283717,node,,cafe,33.5867588,-7.6294077,Rue Abou Kacem Achchabi,,,,8505.0,107.0,71.0,0.629
restauration_loisirs,9863764618,node,,restaurant,33.5963688,-7.6750983,,,,,9787.0,403.0,33.0,0.445
restauration_loisirs,9864101018,node,Bangkok Me,restaurant,33.5891189,-7.6325717,,,,,8819.0,107.0,21.0,0.629
restauration_loisirs,9864284217,node,,restaurant,33.5963106,-7.6417406,,,,,9799.0,314.0,231.0,0.298
restauration_loisirs,9952356518,node,La Loge Café,cafe,33.5927252,-7.6175367,,,,,8460.0,376.0,29.0,0.452
restauration_loisirs,9955136118,node,Chez Samir,fast_food,33.6039275,-7.6207901,,,,,9676.0,124.0,133.0,0.602
restauration_loisirs,9955147517,node,,cafe,33.6059886,-7.6292143,,,,,10287.0,215.0,30.0,0.456
restauration_loisirs,10101897481,node,Suite-Hôtel Casa Diamond,hotel,33.5856982,-7.6226513,,,+212 5 22 22 22 28,https://www.suitehotelcasadiamond.com/,8110.0,260.0,45.0,0.425
restauration_loisirs,10101905994,node,Café Impérial,cafe,33.5777645,-7.6061805,,,,,6492.0,499.0,301.0,0.002
restauration_loisirs,10112252619,node,مأكولات الشمالي,fast_food,33.5744243,-7.5543817,,,,,4054.0,359.0,158.0,0.237
restauration_loisirs,10113914474,node,Café Grand Atlas,cafe,33.5741779,-7.5542136,,,,,4024.0,390.0,126.0,0.29
restauration_loisirs,10116154542,node,Café Sevilla,cafe,33.5713066,-7.5559436,,,,,3875.0,673.0,19.0,0.468
restauration_loisirs,10120439366,node,مقهى المهاجر,cafe,33.5718422,-7.5618043,,,,,4168.0,161.0,23.0,0.542
restauration_loisirs,10140169962,node,مجزرة و مشواة المسجد,restaurant,33.5705562,-7.5508866,,,+212 6 33 64 41 96,,3528.0,702.0,333.0,0.0
restauration_loisirs,10148215216,node,MOYA COFFE,cafe,33.5752024,-7.5564804,,,,,4257.0,249.0,356.0,0.402
restauration_loisirs,10148949017,node,Chez Michel et Hafida,restaurant,33.5949273,-7.6121495,Boulevard Mohammed V شارع محمد الخامس,,,,8408.0,170.0,282.0,0.528
restauration_loisirs,10162196418,node,The Wiew H2,restaurant,33.6079511,-7.6290521,,,,,10461.0,28.0,21.0,0.755
restauration_loisirs,10162212717,node,café central,restaurant,33.600085,-7.617311,,,,,9144.0,78.0,271.0,0.675
restauration_loisirs,10165980217,node,,cafe,33.5947641,-7.6131407,,,,,8438.0,196.0,370.0,0.486
restauration_loisirs,10216969418,node,wasila,cafe,33.5700043,-7.6826382,,,,,6959.0,413.0,144.0,0.26
restauration_loisirs,10218098518,node,Yanno Mario,cafe,33.6000248,-7.6171691,,,,,9132.0,79.0,257.0,0.674
restauration_loisirs,10218099017,node,Café Yrga,cafe,33.6031464,-7.633319,,,,,10248.0,300.0,5.0,0.492
restauration_loisirs,10219939117,node,La Princière,cafe,33.5934483,-7.6171685,,,,,8509.0,301.0,114.0,0.318
restauration_loisirs,10219939118,node,La Princière,cafe,33.5930833,-7.6166954,,,,,8451.0,352.0,94.0,0.343
restauration_loisirs,10240135609,node,Hôtel Campanile Casablanca Centre-Ville,hotel,33.5935168,-7.5995277,Boulevard Mohammed V,,,,7745.0,271.0,21.0,0.465
restauration_loisirs,10241481909,node,,cafe,33.5685033,-7.6824901,,,,,6792.0,559.0,18.0,0.47
restauration_loisirs,10262607709,node,,restaurant,33.5925267,-7.6311415,,,,https://www.yokasushi.com/,9165.0,77.0,106.0,0.677
restauration_loisirs,10274809409,node,,restaurant,33.5977705,-7.6141578,"Rue Sidi Belyout, Casablanca 20000, Marruecos",,,,8775.0,117.0,108.0,0.613
restauration_loisirs,10274821309,node,,restaurant,33.6038798,-7.6215009,"31 IMM RUE EL ARSA, Casablanca 20250, Marruecos",,,,9705.0,178.0,123.0,0.515
restauration_loisirs,10290941706,node,Tour Eiffel,cafe,33.5952616,-7.6275606,,,,,9227.0,32.0,151.0,0.749
restauration_loisirs,10290973078,node,Chrono Pizza,restaurant,33.5932677,-7.6316321,,,,,9254.0,24.0,181.0,0.762
restauration_loisirs,10292637410,node,iloli,restaurant,33.5906169,-7.6345122,Rue Najib Mahfoud زنقة نجيب محفوظ,,,,9020.0,75.0,225.0,0.68
restauration_loisirs,10292842713,node,Burger King,fast_food,33.5924154,-7.6334867,,,,,9195.0,26.0,212.0,0.758
restauration_loisirs,10292853979,node,Spartel,cafe,33.5907804,-7.6315376,Rue Taha Houcine,,,,8981.0,228.0,18.0,0.47
restauration_loisirs,10303350209,node,Marriott Casablanca,hotel,33.5964144,-7.6121639,,,,,8552.0,27.0,232.0,0.757
restauration_loisirs,10303350210,node,Corniche by Palmerie,restaurant,33.6075133,-7.6560981,,,,,11069.0,66.0,244.0,0.694
restauration_loisirs,10303350309,node,Le Beret,restaurant,33.6075325,-7.6559439,,,,,11073.0,62.0,253.0,0.701
restauration_loisirs,10314397013,node,VISTA BLANCA,cafe,33.5843913,-7.6248116,,,,,8128.0,78.0,79.0,0.675
restauration_loisirs,10314397112,node,ENSO,restaurant,33.5938864,-7.6322079,,,,,9332.0,108.0,145.0,0.627
restauration_loisirs,10541977573,node,Mimosas Park,cafe,33.6077795,-7.5362912,,,,,5941.0,340.0,18.0,0.47
restauration_loisirs,10541977574,node,Clap,restaurant,33.6076856,-7.536495,,,,,5944.0,331.0,20.0,0.467
restauration_loisirs,10602217105,node,Club house Tony Jacklin golf,restaurant,33.4645413,-7.6042838,,,,,2692.0,3328.0,283.0,0.028
restauration_loisirs,10678610006,node,,restaurant,33.5955266,-7.6153015,Rue El Oraibi Jilali,,,,8613.0,124.0,196.0,0.602
restauration_loisirs,10766409905,node,,restaurant,33.592224,-7.6044895,Rue El Bakri,,,,7807.0,68.0,139.0,0.691
restauration_loisirs,10789710887,node,,fitness_centre,33.5986802,-7.6369146,,,,,9944.0,158.0,23.0,0.547
restauration_loisirs,10811282763,node,I Ristorante Italiano,restaurant,33.5731602,-7.6566368,Rue d'Ifrane,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,+212 5 22 94 61 60,https://www.iresto.ma/,7274.0,506.0,20.0,0.467
restauration_loisirs,10826778824,node,La frite,fast_food,33.5971314,-7.6357212,Rue Réunion,Casablanca,,,9751.0,242.0,207.0,0.413
restauration_loisirs,10826793993,node,Big Nonna,restaurant,33.5887671,-7.6437315,Avenue Ahmed Charci شارع أحمد الشرسي,,+212 5 20 70 70 88,,9051.0,68.0,35.0,0.691
restauration_loisirs,10899907075,node,ماكدونالدز,fast_food,33.5749303,-7.7085266,,,,,8257.0,479.0,213.0,0.145
restauration_loisirs,10899907077,node,Pizza Hut,restaurant,33.5758003,-7.7074585,,,,,8301.0,342.0,164.0,0.253
restauration_loisirs,10899907078,node,KFC,fast_food,33.5764438,-7.7065764,,,,,8330.0,234.0,124.0,0.426
restauration_loisirs,10916037305,node,,hotel,33.59572,-7.6001371,Avenue Pasteur شارع باستور,,,,7993.0,24.0,264.0,0.762
restauration_loisirs,10916039105,node,,hotel,33.5950828,-7.6000774,Rue Aït Ba Amrane,,,,7925.0,94.0,193.0,0.65
restauration_loisirs,10931996305,node,,restaurant,33.5936539,-7.6024627,Boulevard Mohammed V شارع محمد الخامس,,,,7869.0,99.0,35.0,0.642
restauration_loisirs,10982359771,node,Cafe Riad El Bernoussi,cafe,33.5824253,-7.5001271,,,+212 522 743620,,1940.0,463.0,627.0,0.059
restauration_loisirs,11006099105,node,,hotel,33.590945,-7.6134626,,,,,8090.0,617.0,28.0,0.453
restauration_loisirs,11059291305,node,,restaurant,33.5915943,-7.6776565,Boulevard de l'Ocean Atlantique,,,,9275.0,13.0,24.0,0.779
restauration_loisirs,11059355005,node,Mid town hotel casablanca,hotel,33.5889976,-7.6304491,Rue Badr Assayab,,,,8767.0,251.0,63.0,0.398
restauration_loisirs,11077528745,node,Street Pizzeria Napoletana,restaurant,33.5834902,-7.6315558,,,+212 5 20 21 31 31,http://www.streetpizza.ma/,8187.0,18.0,153.0,0.771
restauration_loisirs,11093271505,node,فضاء سلا,cafe,33.599199,-7.6210912,,,,,9243.0,290.0,100.0,0.336
restauration_loisirs,11093397905,node,Hôtel des Amis,hotel,33.5987757,-7.617431,,,,,9024.0,218.0,180.0,0.451
restauration_loisirs,11093668107,node,باموس قهوة,cafe,33.6007998,-7.6231615,,,,,9497.0,475.0,10.0,0.483
restauration_loisirs,11107729603,node,Café pizzeria,cafe,33.5889784,-7.6286416,,,,,8736.0,348.0,77.0,0.372
restauration_loisirs,11123515218,node,Don Bocadillio,restaurant,33.5850284,-7.631509,,,,,8353.0,92.0,182.0,0.653
restauration_loisirs,11148393708,node,Street Pizzeria Napoletana,restaurant,33.5834982,-7.6315375,,,,,8188.0,20.0,153.0,0.768
restauration_loisirs,11148393709,node,,restaurant,33.5881411,-7.6312429,,,,,8688.0,133.0,75.0,0.587
restauration_loisirs,11148393908,node,Le Petit Italien,restaurant,33.5896524,-7.632145,Avenue Hassan Souktani شارع حسن السكتاني,,,,8869.0,174.0,11.0,0.522
restauration_loisirs,11148412105,node,Repère du Gout,restaurant,33.5842585,-7.6312796,,,,,8265.0,24.0,218.0,0.762
restauration_loisirs,11148412205,node,,restaurant,33.5895737,-7.6317271,,,,,8853.0,200.0,46.0,0.48
restauration_loisirs,11152277405,node,,hotel,33.6022737,-7.6210384,,,,,9530.0,226.0,202.0,0.438
restauration_loisirs,11158457006,node,,fast_food,33.6033195,-7.6261701,,,,,9884.0,512.0,167.0,0.222
restauration_loisirs,11216587900,node,شاورما الحاج متولي,restaurant,33.594017,-7.6148772,,,,,8449.0,293.0,255.0,0.331
restauration_loisirs,11216871964,node,الشاف أنوار,restaurant,33.5707703,-7.5977321,,,,,5415.0,88.0,116.0,0.659
restauration_loisirs,11216879649,node,Cafe Gaxi,cafe,33.5696297,-7.601985,,,,,5527.0,500.0,15.0,0.475
restauration_loisirs,11216888698,node,عصائر اليسر,cafe,33.5887909,-7.6129222,,,,,7860.0,561.0,87.0,0.355
restauration_loisirs,11216889875,node,Costa Brava,cafe,33.5947151,-7.6166649,,,,,8603.0,189.0,175.0,0.498
restauration_loisirs,11216894947,node,سينما شهرزاد,cinema,33.5776672,-7.5974169,,,,,6068.0,207.0,213.0,0.469
restauration_loisirs,11216895336,node,La Fontaine,cafe,33.5934181,-7.6186581,,,,,8582.0,307.0,60.0,0.4
restauration_loisirs,11216895616,node,مقهى ميراج,cafe,33.5741844,-7.592155,,,,,5504.0,491.0,11.0,0.482
restauration_loisirs,11216899279,node,مطعم مصري,restaurant,33.5952225,-7.6112289,,,,,8394.0,176.0,195.0,0.518
restauration_loisirs,11216901272,node,لبن و صيكوك,cafe,33.5795492,-7.6007581,,,,,6400.0,21.0,140.0,0.766
restauration_loisirs,11228823237,node,,hotel,33.5616507,-7.6295067,Rue d'Aix,,,https://lhostelacasablanca.com/,5782.0,74.0,182.0,0.682
restauration_loisirs,11359850532,node,Café le 57 lounge,cafe,33.5992882,-7.5748791,,,+212 6 31 46 32 36,,7346.0,81.0,107.0,0.67
restauration_loisirs,11385730170,node,Ryad 91,hotel,33.597661,-7.6170176,,,,,8899.0,105.0,66.0,0.632
restauration_loisirs,11407646369,node,,hotel,33.5932579,-7.6161319,,,,,8439.0,354.0,135.0,0.275
restauration_loisirs,11408609571,node,,cafe,33.5933156,-7.6160894,,,,,8442.0,350.0,142.0,0.263
restauration_loisirs,11410285770,node,,cafe,33.5916314,-7.6148568,,,,,8223.0,558.0,11.0,0.482
restauration_loisirs,11410285772,node,,cafe,33.5915702,-7.6147506,,,,,8212.0,565.0,7.0,0.488
restauration_loisirs,11410285774,node,,cafe,33.5947188,-7.6127539,,,,,8416.0,193.0,342.0,0.491
restauration_loisirs,11410285775,node,,restaurant,33.5947079,-7.612674,,,,,8411.0,193.0,336.0,0.491
restauration_loisirs,11410285776,node,,cafe,33.5946605,-7.6124451,,,,,8396.0,197.0,322.0,0.485
restauration_loisirs,11410285777,node,,cafe,33.5946466,-7.6123717,,,,,8391.0,199.0,317.0,0.482
restauration_loisirs,11410285778,node,,cafe,33.5945615,-7.6119032,,,,,8361.0,214.0,278.0,0.458
restauration_loisirs,11410285780,node,,restaurant,33.594542,-7.6115928,,,,,8345.0,225.0,249.0,0.44
restauration_loisirs,11410285781,node,,restaurant,33.5945556,-7.6116442,,,,,8349.0,222.0,254.0,0.445
restauration_loisirs,11410285782,node,,restaurant,33.5949847,-7.6117512,,,,,8395.0,174.0,249.0,0.522
restauration_loisirs,11410285783,node,Grillades Poissons Chez Abdo,restaurant,33.5949018,-7.6115289,,,+212 6 49 57 15 39,,8377.0,191.0,238.0,0.494
restauration_loisirs,11410285784,node,,restaurant,33.5948702,-7.611371,,,,,8366.0,201.0,224.0,0.478
restauration_loisirs,11410285785,node,,restaurant,33.595288,-7.6119494,,,,,8433.0,136.0,245.0,0.582
restauration_loisirs,11410285787,node,,restaurant,33.5952329,-7.611699,,,,,8417.0,151.0,229.0,0.558
restauration_loisirs,11410285788,node,,restaurant,33.5952723,-7.6126263,,,,,8463.0,130.0,302.0,0.592
restauration_loisirs,11410285789,node,,restaurant,33.5953058,-7.6129605,,,,,8482.0,134.0,329.0,0.586
restauration_loisirs,11410285791,node,,cafe,33.5958325,-7.6153688,,,,,8646.0,90.0,168.0,0.656
restauration_loisirs,11410285803,node,,cafe,33.5865898,-7.6866247,,,,,8839.0,32.0,282.0,0.749
restauration_loisirs,11410362769,node,,restaurant,33.591712,-7.6151442,,,,,8245.0,548.0,9.0,0.485
restauration_loisirs,11410362770,node,,restaurant,33.5915628,-7.6152182,,,,,8235.0,560.0,13.0,0.478
restauration_loisirs,11410362771,node,,restaurant,33.5915784,-7.6152596,,,,,8238.0,557.0,11.0,0.482
restauration_loisirs,11410362870,node,,cafe,33.5947389,-7.6129322,,,,,8426.0,193.0,354.0,0.491
restauration_loisirs,11410362871,node,,restaurant,33.5945193,-7.6116572,,,,,8346.0,225.0,255.0,0.44
restauration_loisirs,11410362872,node,,restaurant,33.5947057,-7.6114777,,,,,8355.0,212.0,237.0,0.461
restauration_loisirs,11410362873,node,,restaurant,33.5946179,-7.6115033,,,,,8348.0,220.0,240.0,0.448
restauration_loisirs,11410362874,node,,restaurant,33.5949538,-7.6124246,,,,,8423.0,164.0,302.0,0.538
restauration_loisirs,11410362875,node,,restaurant,33.5950134,-7.612281,,,,,8422.0,159.0,287.0,0.546
restauration_loisirs,11410362876,node,,restaurant,33.5950036,-7.6120965,,,,,8413.0,162.0,273.0,0.541
restauration_loisirs,11410362877,node,,restaurant,33.5950006,-7.6118522,,,,,8401.0,169.0,255.0,0.53
restauration_loisirs,11410362878,node,,restaurant,33.5949495,-7.6118105,,,,,8394.0,176.0,256.0,0.518
restauration_loisirs,11410362879,node,,restaurant,33.5949704,-7.6116973,,,,,8391.0,177.0,246.0,0.517
restauration_loisirs,11410362880,node,,restaurant,33.594924,-7.6113953,,,,,8373.0,195.0,225.0,0.488
restauration_loisirs,11410362881,node,,restaurant,33.5949176,-7.6113533,,,,,8370.0,197.0,222.0,0.485
restauration_loisirs,11410362882,node,,restaurant,33.5947917,-7.6113908,,,,,8360.0,208.0,227.0,0.467
restauration_loisirs,11410362883,node,,cafe,33.595255,-7.6118271,,,,,8425.0,143.0,237.0,0.571
restauration_loisirs,11410362884,node,,restaurant,33.5953819,-7.6129374,,,,,8488.0,125.0,324.0,0.6
restauration_loisirs,11410362885,node,,cafe,33.5955705,-7.6140398,,,,,8558.0,129.0,274.0,0.594
restauration_loisirs,11410362886,node,,fast_food,33.5956805,-7.615028,,,,,8615.0,107.0,201.0,0.629
restauration_loisirs,11410362891,node,,restaurant,33.5944609,-7.6787736,,,,,9602.0,330.0,26.0,0.457
restauration_loisirs,11410362894,node,,cafe,33.6058976,-7.6576224,,,,,10876.0,25.0,27.0,0.76
restauration_loisirs,11410362896,node,,cafe,33.6033613,-7.6393176,,,,,10501.0,19.0,309.0,0.77
restauration_loisirs,11410362899,node,,fast_food,33.5936551,-7.6161729,,,,,8478.0,313.0,174.0,0.299
restauration_loisirs,11410362901,node,,cafe,33.5932994,-7.6161833,,,,,8446.0,347.0,139.0,0.268
restauration_loisirs,11410362970,node,,restaurant,33.5945479,-7.6115112,,,,,8342.0,227.0,242.0,0.437
restauration_loisirs,11410362971,node,,restaurant,33.5948983,-7.6120796,,,,,8402.0,174.0,279.0,0.522
restauration_loisirs,11410362972,node,,restaurant,33.5949241,-7.6122894,,,,,8414.0,168.0,293.0,0.531
restauration_loisirs,11410362973,node,,restaurant,33.5949383,-7.6117611,,,,,8391.0,178.0,253.0,0.515
restauration_loisirs,11410362974,node,,restaurant,33.5949464,-7.6115137,,,,,8380.0,187.0,235.0,0.501
restauration_loisirs,11410362977,node,Pizza Hut,restaurant,33.5950215,-7.6682519,,,,,9619.0,26.0,24.0,0.758
restauration_loisirs,11410362978,node,Manaos,restaurant,33.6049237,-7.6579938,Boulevard de la Corniche شارع الكورنيش,,,,10765.0,47.0,84.0,0.725
restauration_loisirs,11410363069,node,,cafe,33.5946994,-7.6126068,,,,,8407.0,193.0,332.0,0.491
restauration_loisirs,11410363070,node,,restaurant,33.5946315,-7.612301,,,,,8386.0,201.0,313.0,0.478
restauration_loisirs,11410363071,node,,restaurant,33.5950244,-7.612385,,,,,8428.0,157.0,295.0,0.549
restauration_loisirs,11410363072,node,,restaurant,33.5950041,-7.612173,,,,,8416.0,161.0,279.0,0.542
restauration_loisirs,11410363073,node,,restaurant,33.594832,-7.6113829,,,,,8363.0,204.0,226.0,0.474
restauration_loisirs,11410363169,node,,cafe,33.5946764,-7.612534,,,,,8401.0,195.0,327.0,0.488
restauration_loisirs,11410363170,node,,restaurant,33.5949321,-7.6114582,,,,,8376.0,191.0,231.0,0.494
restauration_loisirs,11410363177,node,,cafe,33.5864115,-7.686929,,,,,8825.0,33.0,248.0,0.747
restauration_loisirs,11410363180,node,Café de France,cafe,33.5956616,-7.6174917,,,,,8732.0,59.0,48.0,0.706
restauration_loisirs,11410363182,node,,fast_food,33.5946058,-7.6175109,,,,,8634.0,169.0,128.0,0.53
restauration_loisirs,11410363183,node,,restaurant,33.593626,-7.6161766,,,,,8476.0,316.0,171.0,0.294
restauration_loisirs,11410363369,node,,restaurant,33.594554,-7.6117055,,,,,8351.0,220.0,259.0,0.448
restauration_loisirs,11410363370,node,,restaurant,33.5949903,-7.6118004,,,,,8398.0,172.0,252.0,0.525
restauration_loisirs,11410363371,node,,restaurant,33.5947606,-7.6114046,,,,,8357.0,210.0,229.0,0.464
restauration_loisirs,11410363377,node,Le Calypso,restaurant,33.5935398,-7.6782666,,,,,9496.0,217.0,20.0,0.467
restauration_loisirs,11410363378,node,El Tucan,restaurant,33.5948941,-7.6780807,Boulevard de la Corniche شارع الكورنيش,,,,9644.0,358.0,17.0,0.472
restauration_loisirs,11410363381,node,Snack Beverly,fast_food,33.5942725,-7.616284,,,,,8542.0,249.0,229.0,0.402
restauration_loisirs,11410364169,node,,restaurant,33.5950205,-7.6122345,,,,,8421.0,158.0,283.0,0.547
restauration_loisirs,11410365570,node,,hotel,33.5863355,-7.6843164,,,,,8774.0,116.0,314.0,0.614
restauration_loisirs,11410365572,node,,hotel,33.5927156,-7.6783577,,,,,9405.0,140.0,35.0,0.576
restauration_loisirs,11410863469,node,Restaurant Marocain Al Mamoun مطعم مغربي المامون,restaurant,33.5943629,-7.6169789,,,,,8585.0,209.0,182.0,0.466
restauration_loisirs,11410863569,node,,fast_food,33.5940425,-7.6154956,,,,,8482.0,288.0,236.0,0.339
restauration_loisirs,11411192271,node,,fast_food,33.591526,-7.6164212,,,,,8292.0,525.0,55.0,0.408
restauration_loisirs,11411192369,node,,fast_food,33.591555,-7.6164083,,,,,8294.0,522.0,52.0,0.413
restauration_loisirs,11411192370,node,,fast_food,33.5916618,-7.6163785,,,,,8302.0,512.0,40.0,0.433
restauration_loisirs,11413144970,node,,cafe,33.5876769,-7.6200226,,,,,8133.0,522.0,18.0,0.47
restauration_loisirs,11413145070,node,,cafe,33.5878115,-7.6200832,,,,,8149.0,536.0,6.0,0.49
restauration_loisirs,11413150599,node,Hotel Medine,hotel,33.5987198,-7.617553,,,,,9025.0,225.0,183.0,0.44
restauration_loisirs,11413150600,node,Hotel Candid,hotel,33.5985564,-7.6175568,,,,,9010.0,207.0,172.0,0.469
restauration_loisirs,11413175369,node,,cafe,33.5877126,-7.6193928,,,,,8102.0,539.0,13.0,0.478
restauration_loisirs,11413664273,node,,cafe,33.584449,-7.6106882,,,,,7343.0,37.0,22.0,0.741
restauration_loisirs,11413664277,node,,cafe,33.5765658,-7.6042489,,,,,6283.0,395.0,194.0,0.177
restauration_loisirs,11413664279,node,Champs Élysées,cafe,33.5877361,-7.6180891,,,,,8032.0,546.0,15.0,0.475
restauration_loisirs,11413664280,node,La Concorde,restaurant,33.5881245,-7.6177522,,,,,8049.0,584.0,7.0,0.488
restauration_loisirs,11413664283,node,,cafe,33.5925136,-7.615743,,,,,8350.0,444.0,70.0,0.383
restauration_loisirs,11413664285,node,,cafe,33.5926223,-7.6157628,,,,,8361.0,432.0,81.0,0.365
restauration_loisirs,11413680772,node,,fast_food,33.584232,-7.6106949,,,,,7323.0,23.0,21.0,0.763
restauration_loisirs,11413680773,node,,cafe,33.5842685,-7.6107763,,,,,7330.0,32.0,19.0,0.749
restauration_loisirs,11413680870,node,,cafe,33.5915778,-7.6161709,,,,,8284.0,526.0,42.0,0.43
restauration_loisirs,11413681074,node,,cafe,33.5724602,-7.6002151,,,,,5697.0,229.0,138.0,0.434
restauration_loisirs,11413681078,node,,hotel,33.592656,-7.6154865,,,,,8351.0,441.0,94.0,0.343
restauration_loisirs,11413681369,node,,cafe,33.5888924,-7.6185798,,,,,8163.0,680.0,9.0,0.485
restauration_loisirs,11414762580,node,,fast_food,33.5884104,-7.6127441,,,,,7816.0,516.0,42.0,0.43
restauration_loisirs,11414762681,node,,hotel,33.5915765,-7.6156906,,,,,8260.0,541.0,26.0,0.457
