category,osm_id,osm_type,name,subtype,lat,lon,address,city,phone,website
industrie_nuisances,11943111845,node,,waste_disposal,33.5657132,-7.6275915,,,,
industrie_nuisances,58216381,way,Port de Casablanca ميناء الدار البيضاء,industrial,33.6083625,-7.5965502,,,,
industrie_nuisances,61821786,way,Cimetière El Hank مقبرة العنق,cemetery,33.604376,-7.6479897,,,,
industrie_nuisances,87417349,way,,industrial,33.6045203,-7.4758613,,,,
industrie_nuisances,87417385,way,,industrial,33.6126245,-7.4648499,,,,
industrie_nuisances,131902941,way,Centrale thermique de Tit Mellil,industrial,33.5415568,-7.5016697,,,,
industrie_nuisances,186242574,way,Zone Industriele de Sidi Bernoussi,industrial,33.6234828,-7.5071772,,,,
industrie_nuisances,204659728,way,,cemetery,33.5239241,-7.5334736,,,,
industrie_nuisances,214253936,way,Cimetière Chouhada,cemetery,33.5712586,-7.5724762,,,,
industrie_nuisances,214253949,way,Cimetière de Sidi Othmane,cemetery,33.5488704,-7.5612589,,,,
industrie_nuisances,214296971,way,Cimetière De Ben M'sick-Sud,cemetery,33.5774555,-7.5790055,,,,
industrie_nuisances,214301395,way,Centre De Maintenance Tramway,industrial,33.578506,-7.5166132,,,,
industrie_nuisances,232170884,way,Abattoir,industrial,33.5495309,-7.5519424,,,,
industrie_nuisances,234192761,way,,industrial,33.4956114,-7.7207388,,,,
industrie_nuisances,242748515,way,Cimetière Ahl Fass مقبرة أهل فاس,cemetery,33.6021954,-7.6338621,,,,
industrie_nuisances,248378016,way,,cemetery,33.5278815,-7.7283535,,,,
industrie_nuisances,250426636,way,,cemetery,33.6012072,-7.6263195,,,,
industrie_nuisances,250426642,way,,cemetery,33.6002063,-7.6251876,,,,
industrie_nuisances,252543430,way,Zone Industrielle Al Azhar,industrial,33.6012627,-7.5010164,,,,
industrie_nuisances,252543516,way,,industrial,33.5950446,-7.5384306,,,,
industrie_nuisances,261972073,way,,industrial,33.5310366,-7.6673093,,,,
industrie_nuisances,261972074,way,,industrial,33.5194426,-7.6555452,,,,
industrie_nuisances,261972079,way,,cemetery,33.5595636,-7.6953539,,,,
industrie_nuisances,261972083,way,,industrial,33.530594,-7.6653107,,,,
industrie_nuisances,261972098,way,,industrial,33.5050548,-7.7088589,,,,
industrie_nuisances,261972100,way,,industrial,33.5063132,-7.6616978,,,,
industrie_nuisances,262148368,way,,industrial,33.5941241,-7.4837022,,,,
industrie_nuisances,262148374,way,,industrial,33.5968968,-7.4895644,,,,
industrie_nuisances,262148399,way,,industrial,33.5916652,-7.477666,,,,
industrie_nuisances,262148402,way,,industrial,33.6035581,-7.4709707,,,,
industrie_nuisances,262148404,way,,industrial,33.6348385,-7.4710756,,,,
industrie_nuisances,290602971,way,,industrial,33.5963707,-7.5789383,,,,
